Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Day of Week,Demand Elasticity,Competitor Pricing
677,CUST677,Female,19,0,3,500,1500,10,4,0.6680583532520785,416.1838566102505
678,CUST678,Female,60,2,3,300,900,12,5,1.0967833985686124,288.35762145181934
679,CUST679,Female,18,0,3,30,90,1,2,1.9542056499130533,26.082294179838104
680,CUST680,Female,53,1,3,300,900,10,6,1.7982606888409705,323.3941306682954
681,CUST681,Female,43,2,2,30,60,7,4,1.72560810642392,28.153196718453426
682,CUST682,Male,46,0,4,300,1200,9,5,0.8868542405674098,357.0732241031898
683,CUST683,Male,38,0,2,500,1000,1,2,0.7563313810850987,528.1944154690664
684,CUST684,Female,28,1,2,500,1000,6,4,1.5029648298866465,564.4961127268722
685,CUST685,Male,57,2,2,25,50,6,4,1.8940639836913786,21.325246727418484
686,CUST686,Female,28,2,4,50,200,7,2,1.3351443395208946,57.24028964545245
687,CUST687,Female,53,2,1,300,300,8,3,1.3574190342048498,350.7308628616073
688,CUST688,Male,56,1,4,25,100,10,1,0.9199686404904263,24.87061918818936
689,CUST689,Male,57,2,2,50,100,10,5,1.6542393997879055,52.12505875501955
690,CUST690,Female,52,1,3,300,900,11,6,0.7805656228362851,331.7771761083594
691,CUST691,Female,51,1,3,30,90,4,6,0.9855188546063656,26.09806352712495
692,CUST692,Female,64,1,2,50,100,9,3,1.1381546579246251,50.05132152926885
693,CUST693,Male,41,0,3,500,1500,4,6,1.2614155680266825,479.7326055544626
694,CUST694,Female,39,2,2,25,50,5,5,0.8636145986226204,21.463739921622494
695,CUST695,Female,22,2,3,50,150,8,5,0.6722552371088053,47.35068844583063
696,CUST696,Female,50,1,4,50,200,9,2,1.415930063662449,41.363446187709876
697,CUST697,Male,53,1,1,500,500,1,6,0.9329458298603837,405.1623813898974
698,CUST698,Female,64,2,1,300,300,7,2,1.3718573321339185,256.21995469857876
699,CUST699,Female,37,1,4,30,120,6,3,0.7315440729113034,35.55738133907009
700,CUST700,Male,36,2,4,500,2000,12,5,1.2217101527822263,509.9059071790034
701,CUST701,Female,52,0,2,30,60,12,3,1.2988841488273788,35.58986593383864
702,CUST702,Female,60,1,2,300,600,7,3,0.5777353052336404,291.8997453996158
703,CUST703,Male,34,2,2,50,100,3,6,1.0049064172908808,46.236322661705195
704,CUST704,Female,62,1,3,30,90,8,0,0.7016220154084614,30.073702354082933
705,CUST705,Male,60,2,2,25,50,3,1,0.5950624557091516,24.395116886329102
706,CUST706,Male,51,2,4,25,100,11,2,1.9849403485849177,21.05664684261744
707,CUST707,Female,26,1,1,500,500,10,6,0.9835307674620845,528.1652629380412
708,CUST708,Female,43,0,3,300,900,1,5,1.7148116687819523,265.92458190115195
709,CUST709,Female,19,2,2,500,1000,7,4,0.8819609821456458,523.917590979566
710,CUST710,Female,26,2,3,500,1500,10,1,1.522254083335894,530.0402184796307
711,CUST711,Male,26,2,3,500,1500,10,0,1.6403417898345298,430.4049706257296
712,CUST712,Female,57,0,2,25,50,12,2,1.3934581109117663,20.613496271106683
713,CUST713,Male,34,0,3,25,75,1,5,1.2073642828252376,27.807615860684397
714,CUST714,Female,18,1,1,500,500,2,6,1.1177613712209027,491.96008475386407
715,CUST715,Female,42,0,4,25,100,11,6,1.023302399814493,20.58163795505476
716,CUST716,Female,60,1,4,300,1200,8,1,1.8942937163717388,359.38395806037204
717,CUST717,Male,57,1,1,500,500,3,5,1.7459291116815936,411.55611219927334
718,CUST718,Female,59,0,3,25,75,8,4,1.9475403659997688,26.950352288585535
719,CUST719,Female,42,1,2,30,60,4,1,0.6864458352283171,35.80414710316096
720,CUST720,Female,56,0,3,500,1500,1,3,1.5963012128054663,447.8360208431851
721,CUST721,Female,52,1,1,500,500,5,6,1.9075106852315566,428.44987373743925
722,CUST722,Male,20,0,3,300,900,7,4,0.7718495992484902,254.56619273069148
723,CUST723,Female,54,0,4,50,200,6,5,0.5997444010501662,46.06550295135191
724,CUST724,Male,61,1,3,50,150,4,2,1.6116809739350886,42.02091622021293
725,CUST725,Male,61,2,1,300,300,8,0,1.3617096697698678,323.05936100329586
726,CUST726,Male,47,1,4,300,1200,6,5,1.7627431651374081,247.47501577560755
727,CUST727,Male,55,0,3,300,900,6,3,0.7096585649394342,301.1306553779748
728,CUST728,Male,51,2,3,50,150,7,4,1.6929009677898352,59.93393707705954
729,CUST729,Male,29,1,4,300,1200,5,1,0.8024409800716168,337.6764323407223
730,CUST730,Female,36,1,2,25,50,8,4,0.7454839142985568,26.152194382310107
731,CUST731,Male,54,1,4,500,2000,5,2,0.7463986968964894,461.25072415732234
732,CUST732,Male,61,2,2,500,1000,2,5,1.7218620803470732,524.7791672583278
733,CUST733,Male,34,0,1,30,30,8,1,1.4977958310443003,30.324497566939822
734,CUST734,Female,27,1,1,30,30,1,1,1.284598137153679,29.11300060668446
735,CUST735,Female,64,1,4,500,2000,10,2,1.0382457261852538,426.14207534803995
736,CUST736,Male,29,1,4,25,100,1,4,1.8158008112196624,28.86604215240467
737,CUST737,Female,33,1,1,50,50,6,3,1.088667661133953,48.995692976426454
738,CUST738,Male,41,1,2,50,100,4,1,1.7248991592073657,43.8924502364153
739,CUST739,Male,36,0,1,25,25,11,2,1.1587023628553277,23.677593508772894
740,CUST740,Female,25,0,4,50,200,2,6,1.0654166441373614,48.28259505057854
741,CUST741,Male,48,1,1,300,300,11,3,1.1940196785044097,339.30454746802485
742,CUST742,Female,38,2,4,500,2000,1,5,0.9520668112462132,546.7228761122805
743,CUST743,Female,34,0,4,500,2000,1,0,1.6214140702643767,553.860978728268
744,CUST744,Male,40,2,1,25,25,5,6,1.2540805851387187,20.110312644286473
745,CUST745,Male,54,0,2,50,100,4,3,0.848319042720226,48.32307996359523
746,CUST746,Female,33,1,3,30,90,1,2,1.8493618599118526,29.776129819623883
747,CUST747,Male,23,0,1,30,30,11,2,1.075836832059817,24.230307321876683
748,CUST748,Male,25,1,3,50,150,3,0,1.315329291670983,45.19626417490068
749,CUST749,Male,42,0,1,30,30,5,2,1.8597081664468205,33.12347787746562
750,CUST750,Female,35,1,3,25,75,3,0,1.4363569938709881,21.371097057289994
751,CUST751,Female,42,1,2,25,50,8,3,0.675347061062546,25.353101314525915
752,CUST752,Male,29,1,2,50,100,12,5,1.9097481854202127,44.30403744034475
753,CUST753,Female,32,1,1,30,30,2,1,1.441562079607127,24.14544929572672
754,CUST754,Female,43,2,4,25,100,10,0,1.0023584219856292,22.412014575995414
755,CUST755,Female,58,1,3,25,75,4,5,0.7089081089950808,29.758737549100534
756,CUST756,Female,62,2,4,300,1200,8,6,1.691037783905444,336.18445342595874
757,CUST757,Female,43,2,4,300,1200,12,0,1.4301091338927703,355.14919731852405
758,CUST758,Male,64,1,4,25,100,5,4,1.3001916379644822,24.878540439263624
759,CUST759,Male,49,2,2,50,100,7,5,1.8408388745764364,42.194723973550076
760,CUST760,Male,27,0,1,500,500,3,0,1.6828958168367962,509.59189779473854
761,CUST761,Female,33,1,1,500,500,11,1,0.7275123195991268,490.8754669119922
762,CUST762,Female,24,2,2,25,50,11,1,0.9675831016933223,28.443570827396158
763,CUST763,Male,34,1,2,25,50,2,1,0.8727337097216986,20.980825807842447
764,CUST764,Female,40,1,1,25,25,3,5,1.6159194388590155,24.88241137021778
765,CUST765,Male,43,1,4,50,200,6,4,0.550298652103669,43.00097329387968
766,CUST766,Male,38,2,3,300,900,2,5,1.3548345273069748,278.9611112268072
767,CUST767,Male,39,0,3,25,75,10,1,1.6436880286110358,27.373570773877997
768,CUST768,Female,24,0,3,25,75,1,5,1.8151484551426242,24.760181293687666
769,CUST769,Female,31,2,4,30,120,6,4,1.0131226230738613,28.51065942174923
770,CUST770,Male,32,1,1,50,50,10,6,1.7318859570080192,47.8895255714007
771,CUST771,Male,24,2,2,25,50,12,2,0.6659476054328108,24.594467684059868
772,CUST772,Male,26,2,1,30,30,7,2,1.7696784376017773,33.42019852604468
773,CUST773,Male,25,2,4,500,2000,7,6,0.6912329934979736,578.4169377880468
774,CUST774,Female,40,1,2,25,50,4,2,1.095930935840551,29.55334686503928
775,CUST775,Female,46,2,4,25,100,2,2,1.6959430486693305,27.86903386255295
776,CUST776,Male,35,1,3,30,90,10,1,0.7248761410231607,27.784882748976155
777,CUST777,Male,48,2,3,50,150,12,2,0.8438770928489623,53.762694121730846
778,CUST778,Female,47,0,4,25,100,11,5,1.5833788525895995,24.37603124055392
779,CUST779,Female,56,2,2,500,1000,5,4,1.5800548048191114,450.93412440921026
780,CUST780,Male,52,2,2,25,50,2,2,1.461721449327946,28.408715794259226
781,CUST781,Male,35,0,1,500,500,12,5,1.54092266670065,407.685269792465
782,CUST782,Male,59,1,3,300,900,6,6,1.3140866650213943,348.2114390562508
783,CUST783,Female,56,1,1,300,300,12,6,0.8776985883604291,295.3772957549681
784,CUST784,Female,34,2,1,500,500,11,5,1.0185439902558793,527.440295361656
785,CUST785,Female,31,0,4,50,200,3,4,0.7723965752021384,53.187078444115656
786,CUST786,Male,48,1,4,25,100,10,1,1.8626758420004426,28.951177407065366
787,CUST787,Male,41,2,1,25,25,1,6,1.3750876921491808,26.366696821672075
788,CUST788,Female,52,0,3,300,900,6,1,1.1012771251454598,313.67203017120744
789,CUST789,Female,61,1,4,500,2000,9,5,1.193008705466199,413.330408112138
790,CUST790,Male,62,1,1,25,25,8,1,1.920925009417723,25.184080219452042
791,CUST791,Female,51,0,1,25,25,12,1,0.7300271046741202,21.501690008170417
792,CUST792,Female,20,0,1,50,50,7,6,1.379344748025196,54.74867537442971
793,CUST793,Male,54,0,1,30,30,2,6,1.258833018326699,30.146663049752092
794,CUST794,Female,60,0,1,300,300,9,6,1.4171813531519717,321.6273335050024
795,CUST795,Male,57,2,1,300,300,11,1,0.5271652757312608,245.00074807228611
796,CUST796,Male,43,0,4,30,120,6,5,1.8081858634162273,25.01750419254964
797,CUST797,Male,40,1,3,25,75,1,5,1.8981774237254185,27.163233880626827
798,CUST798,Male,61,1,1,50,50,8,4,1.3476997753838134,41.44168671997347
799,CUST799,Male,56,2,2,50,100,9,4,1.5449762358153385,41.42513455530518
800,CUST800,Male,32,1,4,300,1200,2,4,1.8837490717659435,241.4530170281865
801,CUST801,Male,21,1,4,50,200,8,3,1.560857951470098,59.130027965989605
802,CUST802,Female,46,0,1,30,30,7,2,0.728808564371392,32.85010031350808
803,CUST803,Male,39,1,4,25,100,11,2,1.3644325402502198,23.532514085020644
804,CUST804,Male,42,2,1,30,30,8,3,1.4100725695742837,27.558426975451866
805,CUST805,Female,30,0,3,500,1500,12,4,1.136196006953579,469.9406459491699
806,CUST806,Female,35,0,3,300,900,3,0,1.6046663534370842,332.9584237417418
807,CUST807,Female,50,2,4,50,200,8,4,1.9015505221535223,53.22741222140829
808,CUST808,Male,33,0,4,500,2000,4,5,1.8883527693601645,437.03911357349364
809,CUST809,Female,62,0,2,50,100,9,0,1.1762590571061982,43.48218670668169
810,CUST810,Male,59,2,4,25,100,11,3,0.6698570687611329,20.983956497133974
811,CUST811,Male,61,0,2,25,50,5,4,1.977261798443502,26.60302719701338
812,CUST812,Male,19,2,3,25,75,11,6,1.758347129668901,27.643726622217358
813,CUST813,Male,52,2,3,50,150,10,1,0.6869940218049002,45.30092856650008
814,CUST814,Female,59,1,1,500,500,9,1,1.8812628239260585,404.1889922061826
815,CUST815,Female,51,1,3,25,75,8,6,1.8048445430931923,20.821716674764275
816,CUST816,Male,47,0,2,500,1000,8,5,1.2782570856891082,593.572006969006
817,CUST817,Male,30,0,4,50,200,10,1,1.3869131536173938,45.908895549548404
818,CUST818,Male,30,2,1,500,500,5,3,1.0985040558051953,553.8446295676267
819,CUST819,Female,35,0,2,50,100,6,3,0.582142458233047,52.49327137708527
820,CUST820,Male,49,2,4,50,200,5,5,1.0027958624688513,47.63879279305792
821,CUST821,Male,49,2,1,300,300,2,1,1.7042801728970172,264.6824714634666
822,CUST822,Female,52,0,3,50,150,5,1,0.5069480345069043,42.42772836318813
823,CUST823,Female,56,2,2,50,100,8,5,1.0002487575367163,52.30025936077733
824,CUST824,Male,63,1,4,30,120,5,4,1.097253040386415,33.29560536765346
825,CUST825,Female,46,0,1,25,25,8,5,1.3060934044068844,26.439042535411307
826,CUST826,Female,46,1,1,300,300,10,3,1.8797834246191407,303.636255989899
827,CUST827,Male,61,0,3,300,900,11,3,1.0195189915489418,245.03414681179638
828,CUST828,Female,33,2,4,300,1200,12,5,1.0204298028443415,356.218653311326
829,CUST829,Male,61,0,3,30,90,7,4,1.6062518721646226,33.58457029985489
830,CUST830,Female,64,1,3,50,150,6,3,1.1783269113347108,45.856440734019294
831,CUST831,Male,27,2,4,25,100,1,6,0.8369072344099729,29.799703293588507
832,CUST832,Male,47,0,4,500,2000,9,0,1.17865927419904,520.3763179272645
833,CUST833,Male,42,0,4,50,200,6,4,0.7112855305696998,51.648453164144925
834,CUST834,Female,56,0,2,30,60,4,1,0.764580479759335,32.97687815315439
835,CUST835,Male,37,1,4,50,200,9,3,1.2475516591092197,56.23539576180276
836,CUST836,Female,22,1,1,50,50,4,2,1.1283881742568218,53.12957214663005
837,CUST837,Male,18,0,3,30,90,7,5,1.8722688516021502,25.5371489563944
838,CUST838,Male,47,2,2,300,600,5,5,1.0435908486749497,280.59210071933984
839,CUST839,Female,20,2,4,300,1200,6,5,1.3708825254170651,351.37003683912593
840,CUST840,Male,62,1,2,25,50,5,2,1.4483964318792957,22.24615611843852
841,CUST841,Male,31,2,4,25,100,11,3,0.5196416848825005,23.721670238375133
842,CUST842,Female,47,1,2,300,600,12,1,1.4953060580250659,291.8492259533035
843,CUST843,Male,21,0,3,500,1500,5,0,0.7670539503046272,487.88099793889046
844,CUST844,Male,35,1,3,50,150,10,3,1.9416054762041828,52.25879164989051
845,CUST845,Male,54,1,1,500,500,1,4,0.7229940916296694,588.6151675489415
846,CUST846,Male,42,0,1,50,50,9,4,1.1219361855905357,44.8138542366501
847,CUST847,Female,18,2,4,300,1200,4,5,0.6280245021179658,254.58016515611018
848,CUST848,Female,63,1,3,25,75,2,0,1.995311377768921,21.974704898599374
849,CUST849,Male,32,1,2,25,50,5,3,1.253292515496864,28.869249002092694
850,CUST850,Female,26,0,2,500,1000,7,4,1.3930775259800656,529.1621625310412
851,CUST851,Male,32,2,2,25,50,9,4,0.6006147160826412,22.8590678923916
852,CUST852,Female,41,1,1,300,300,10,3,1.6249407055987666,337.91363267623404
853,CUST853,Male,21,0,2,500,1000,5,3,0.8148583896433786,572.2739992726872
854,CUST854,Male,29,1,1,50,50,12,2,1.8470814341610706,56.93028677380556
855,CUST855,Male,54,0,1,25,25,9,4,0.8077094607230108,29.189265336395543
856,CUST856,Male,54,2,4,30,120,11,0,0.7860315809954999,27.02689224208034
857,CUST857,Male,60,2,2,25,50,12,6,0.5548245017721423,27.55041928746278
858,CUST858,Male,23,2,2,50,100,9,5,1.208100417664999,49.2107899454828
859,CUST859,Female,56,2,3,500,1500,8,4,1.3472616998939246,568.3997105780123
860,CUST860,Male,63,1,4,50,200,1,0,0.5985629591425286,54.56981354323226
861,CUST861,Female,41,1,3,30,90,2,4,1.663291425042516,33.3173693579967
862,CUST862,Male,28,2,4,300,1200,5,2,1.1799332521220414,318.73942052172856
863,CUST863,Female,30,2,2,25,50,4,0,1.28658540399137,21.77428769469707
864,CUST864,Female,51,2,1,500,500,7,3,1.1611441204073423,509.00538377938767
865,CUST865,Female,42,1,1,300,300,12,3,1.101144591312989,358.160368742941
866,CUST866,Male,24,2,1,50,50,5,4,1.3394604969623267,58.74776132994237
867,CUST867,Male,21,2,1,500,500,6,1,0.7328603688960688,408.63474715940237
868,CUST868,Female,25,2,1,300,300,12,2,0.7728921957429067,259.77777788753247
869,CUST869,Male,37,0,3,500,1500,10,2,1.792678431520276,426.34575469091243
870,CUST870,Female,46,2,4,30,120,7,5,1.9191731932004492,32.711758919823545
871,CUST871,Male,62,0,2,30,60,8,3,1.0599639744196294,33.81342395828334
872,CUST872,Female,63,0,3,25,75,10,2,0.9061170097153306,22.135113663106722
873,CUST873,Female,27,2,4,25,100,9,4,1.4659993148585237,25.058526929518287
874,CUST874,Male,60,0,1,30,30,6,0,1.1131012566471445,34.0884363361344
875,CUST875,Female,51,2,4,500,2000,8,6,0.5380795334905173,546.5603089532501
876,CUST876,Male,43,1,4,30,120,10,0,0.7342288960492855,30.506846465902182
877,CUST877,Female,58,1,1,25,25,6,0,1.5739583432710962,25.90347690458773
878,CUST878,Female,20,1,1,30,30,6,4,1.488385912865227,30.10032656299536
879,CUST879,Male,23,1,1,30,30,12,1,0.5406439887552252,27.570581415825846
880,CUST880,Male,22,0,2,500,1000,8,0,0.8329582428994242,513.0043985718032
881,CUST881,Male,22,2,1,300,300,5,4,0.846612194882107,322.6662362460109
882,CUST882,Female,64,2,2,25,50,6,1,1.5078391153980926,28.733229158608076
883,CUST883,Male,40,2,1,500,500,5,1,0.5295658066315463,527.2582707958496
884,CUST884,Female,26,1,2,30,60,4,5,0.6561628729768607,33.1334584445179
885,CUST885,Female,52,1,4,30,120,3,4,1.699874128059784,25.920859619454877
886,CUST886,Male,37,2,3,300,900,4,6,0.7678169930815004,295.3868969303748
887,CUST887,Male,59,1,4,25,100,6,6,1.479119161777812,20.093316198270934
888,CUST888,Female,52,2,4,25,100,3,4,0.8572741715700898,22.466788645216234
889,CUST889,Female,35,2,1,50,50,10,0,0.6491620891390177,54.5292343022601
890,CUST890,Male,34,2,2,25,50,12,2,0.8647582864991812,29.918099513493633
891,CUST891,Male,41,2,3,300,900,4,2,1.5834003977834887,251.90137195046594
892,CUST892,Male,20,2,1,50,50,4,6,1.7835447021594286,48.02988631722577
893,CUST893,Male,49,2,1,50,50,4,4,1.7453297968504873,56.00141937398318
894,CUST894,Male,52,2,1,30,30,9,1,1.0957752944276822,26.448427615546787
895,CUST895,Female,55,1,4,30,120,5,0,1.5021277048559694,30.661019391627438
896,CUST896,Female,30,2,2,25,50,10,6,0.8074764431237315,27.33071296029675
897,CUST897,Female,64,2,2,50,100,9,1,0.9397215953915199,52.31970900520358
898,CUST898,Female,42,1,3,30,90,11,3,1.8445037277816796,26.256296815384996
899,CUST899,Male,26,1,2,300,600,5,3,0.5195028852661041,282.64614824228875
900,CUST900,Male,21,1,2,30,60,2,1,0.6282627962817021,33.405501413824766
901,CUST901,Male,31,2,1,30,30,4,0,0.811829382719041,30.650718169584195
902,CUST902,Female,54,0,1,50,50,6,3,0.5397983058107296,40.104592270858255
903,CUST903,Female,51,0,4,50,200,4,3,0.772153152634696,55.219815200561875
904,CUST904,Male,28,1,1,500,500,7,1,1.3745623414545383,407.0622709880478
905,CUST905,Male,58,0,1,300,300,4,6,1.132136825888747,329.48805392774784
906,CUST906,Female,20,1,1,50,50,6,6,1.8390075666154622,44.04961120330475
907,CUST907,Female,45,2,1,25,25,1,6,1.7261653426076613,29.5807348011938
908,CUST908,Male,46,0,4,300,1200,12,4,1.012726027546814,284.1528901562501
909,CUST909,Male,26,2,1,300,300,10,6,0.8891351501469387,279.23179396056946
910,CUST910,Female,20,0,3,50,150,3,0,1.0695386122509003,42.9777610066489
911,CUST911,Male,42,2,3,300,900,5,6,1.3854424137722117,276.6725058588258
912,CUST912,Male,51,0,3,50,150,1,1,0.9020954612343144,57.53301523656401
913,CUST913,Male,29,2,3,30,90,1,5,1.436223361773701,35.95601205152697
914,CUST914,Female,59,2,1,500,500,10,2,1.1141174782868606,473.66190610136965
915,CUST915,Female,26,0,3,30,90,5,1,1.3280707712779702,29.383327571454508
916,CUST916,Female,32,2,1,50,50,12,6,1.154189793702975,54.44141876405474
917,CUST917,Female,57,2,4,50,200,3,0,0.9416986393128766,57.72391560930149
918,CUST918,Female,42,2,3,30,90,11,3,1.922679960443235,31.11653201024141
919,CUST919,Female,22,0,2,25,50,9,5,1.6454086912396413,23.915256981778292
920,CUST920,Female,28,0,3,25,75,2,2,0.7101697636496789,24.12621840848624
921,CUST921,Male,51,2,3,25,75,1,5,1.8027019638468693,26.956181464968065
922,CUST922,Male,41,2,1,50,50,10,5,1.2311467973742705,40.06436527208558
923,CUST923,Male,32,0,3,300,900,5,4,1.841828340341137,314.3507204951809
924,CUST924,Male,55,0,2,50,100,8,1,1.6997828839209728,47.10986020882715
925,CUST925,Male,25,2,1,300,300,9,6,1.1378202567038502,335.3036797532501
926,CUST926,Male,22,2,1,30,30,8,0,0.533703962480176,25.115887677877588
927,CUST927,Male,43,2,4,500,2000,6,5,0.9030160390774191,517.6404533896781
928,CUST928,Female,35,1,4,300,1200,4,2,1.3124513219913003,297.71674678633485
929,CUST929,Female,23,0,3,25,75,1,4,1.450217329739221,26.423255259052276
930,CUST930,Male,54,1,4,50,200,5,2,0.8868315281498034,41.29707188965937
931,CUST931,Male,30,0,4,30,120,9,5,0.7090341111092362,30.959805449137573
932,CUST932,Female,45,0,4,25,100,2,1,1.7523953551989486,25.614845879595237
933,CUST933,Male,22,0,1,30,30,2,4,1.9766032710553283,30.727921132994055
934,CUST934,Male,30,0,1,500,500,7,1,1.2885352734540287,520.6975333192909
935,CUST935,Female,34,0,1,50,50,9,5,0.7575189287724553,53.529358744527244
936,CUST936,Male,57,0,4,50,200,2,1,0.9084609897790534,56.09977999361539
937,CUST937,Female,62,0,1,500,500,10,0,0.5275860148212002,453.9641440256429
938,CUST938,Male,49,1,4,50,200,11,6,1.8714482098407486,56.500988203601246
939,CUST939,Female,46,2,1,300,300,12,0,0.6766266243352117,299.7906818716144
940,CUST940,Female,20,2,1,30,30,1,5,1.3647747132713803,24.924699349611974
941,CUST941,Female,57,1,2,25,50,3,6,0.911082831030809,20.585509292439795
942,CUST942,Male,51,1,3,500,1500,3,5,1.3312670037736902,466.8476637392122
943,CUST943,Female,57,1,4,300,1200,10,0,1.4771305825277963,334.18763725337607
944,CUST944,Male,44,1,2,25,50,6,0,1.7446127055608025,27.07680934740916
945,CUST945,Male,30,0,1,25,25,2,0,0.8096319076409049,27.88614964672406
946,CUST946,Male,62,2,4,500,2000,5,0,0.5164937429877208,503.4538112883219
947,CUST947,Male,50,0,1,300,300,3,3,0.7053284451032109,292.8238797546589
948,CUST948,Female,23,2,3,25,75,10,4,1.8500279627721576,21.47452526706284
949,CUST949,Female,41,2,2,25,50,8,2,1.8108351163437728,23.281927536093118
950,CUST950,Male,36,1,3,300,900,11,1,1.3961196532554625,292.082323940865
951,CUST951,Male,33,0,2,50,100,11,3,1.40077529065048,41.772008593592346
952,CUST952,Female,57,1,1,25,25,11,0,1.4975550118193832,22.206119527112115
953,CUST953,Male,45,0,3,30,90,4,2,0.7630569179351744,31.178703528764864
954,CUST954,Female,50,2,3,300,900,9,0,1.8716179188874396,328.27957370870274
955,CUST955,Male,58,1,1,25,25,7,4,1.1281557873381096,29.983475113929494
956,CUST956,Male,30,1,3,500,1500,8,5,1.0747077923742463,586.6226662687116
957,CUST957,Female,60,2,4,30,120,8,1,1.2783765579242563,31.710782394422303
958,CUST958,Male,62,2,2,25,50,6,4,0.5704489501625826,24.21248053294072
959,CUST959,Female,42,2,2,30,60,10,6,0.7494250531341191,31.63412837649879
960,CUST960,Male,59,1,2,30,60,8,1,1.6070504246395556,33.427819416962784
961,CUST961,Male,53,0,4,50,200,6,1,0.6241980018876897,42.36672381846775
962,CUST962,Male,44,1,2,30,60,10,3,1.4047281641995824,28.91885867635546
963,CUST963,Female,55,0,1,50,50,11,1,0.8680236645219814,56.79604571271234
964,CUST964,Male,24,1,3,300,900,1,1,1.0839434210629648,286.05995423196526
965,CUST965,Male,22,1,4,50,200,11,3,0.9330406051560498,51.437445424543725
966,CUST966,Male,60,2,2,500,1000,2,0,1.0335090746974238,517.5538721724397
967,CUST967,Male,62,0,1,25,25,4,0,1.5785688577763684,21.844762531336396
968,CUST968,Female,48,1,3,300,900,11,4,0.9456825734347625,283.4682529982746
969,CUST969,Female,40,1,3,300,900,4,2,1.3496069604453458,280.1413546490319
970,CUST970,Male,59,2,4,500,2000,5,1,1.2140756032986495,405.239341706413
971,CUST971,Female,27,2,4,50,200,12,1,1.4955067480439723,40.483835277827104
972,CUST972,Male,49,0,4,25,100,2,5,1.9052446089871369,28.31697043675773
973,CUST973,Male,60,1,1,50,50,3,2,1.5988581458153754,45.46141619945625
974,CUST974,Male,47,0,1,30,30,5,2,0.8224105678861351,30.216945194865787
975,CUST975,Female,56,1,4,50,200,3,3,0.546774702591927,45.97451147177546
976,CUST976,Female,48,0,2,300,600,10,1,0.8933960664497376,352.8815094138409
977,CUST977,Female,35,2,3,25,75,2,2,1.3926168960503822,22.59296758865774
978,CUST978,Female,53,1,3,50,150,3,2,0.5771387202263756,48.5931362547787
979,CUST979,Female,19,0,1,25,25,1,0,1.2445493708018545,28.72730250484602
980,CUST980,Female,31,2,3,25,75,7,5,1.3952642733753338,28.419335667918087
981,CUST981,Female,30,2,2,30,60,8,5,1.0013658362254412,26.23321701415533
982,CUST982,Female,46,0,3,30,90,12,1,1.6563683056187328,33.63171971754853
983,CUST983,Female,29,1,1,300,300,11,2,0.6598973797006578,294.9824264085471
984,CUST984,Male,56,1,1,500,500,8,1,0.6127066726037131,496.593774417071
985,CUST985,Female,19,2,2,25,50,5,1,1.5922831343054051,21.33479972415944
986,CUST986,Female,49,1,2,500,1000,1,1,1.2432369743092977,416.12030275142496
987,CUST987,Female,30,1,3,300,900,4,5,1.5326035946416041,327.3527168368518
988,CUST988,Female,63,1,3,25,75,5,6,1.1522410079056193,24.964611523553
989,CUST989,Female,44,2,1,25,25,12,3,0.8696030498586602,24.368507026151796
990,CUST990,Female,58,0,2,500,1000,5,3,1.7286534765112995,545.9016457304792
991,CUST991,Female,34,1,2,50,100,12,1,1.699123818453469,55.3102579798222
992,CUST992,Female,57,2,2,30,60,8,0,1.54204470628164,25.906898012032244
993,CUST993,Female,48,2,3,50,150,2,0,0.9082177058449441,52.20450298955283
994,CUST994,Female,51,0,2,500,1000,12,0,1.3853460003036306,427.0708164555371
995,CUST995,Female,41,1,1,30,30,4,6,1.0414608454100402,33.01650103234854
996,CUST996,Male,62,1,1,50,50,5,1,0.6373731099899512,53.13910312534279
997,CUST997,Male,52,0,3,30,90,11,4,1.8759703631933642,35.479375453001495
998,CUST998,Female,23,0,4,25,100,10,6,0.7052279463784421,20.689580163564216
999,CUST999,Female,36,2,3,50,150,12,1,1.9253560307312036,41.14109442302509
1000,CUST1000,Male,47,2,4,30,120,4,2,1.1690086594369336,27.386244896318402
